COLUMNS,Cuisine,Full Name,Full Question,Short Name,Eaten in last 2 months,,,Cook it from scratch (or a Meal Kit),Heat a pre-prepared meal from a shop (e.g From the Freezer / Ready Meal / Supermarket Pizza),Heat a pre-prepared meal by you (e.g. Leftovers / Batch Cooking),Order hot for collection,Order hot for delivery,,0-5,5-10,10-15,15-20,20-25,25-30,30-40,40-50,50-60,60+,Ave. Prep time,,Wishlist,I don't know how to make it,I don't have time to make it,My children won't eat it,I've never thought about it,You can't get the ingredients where I shop,It's not nutritious enough,It's too expensive,,%Eaten Regularly (Had in L2M/Total Respondents),%Wishlisted (Wishlist/Total Respondents),%Wishlist & Eaten in L2M,%Scratch Cooked (Scratch Cook or Meal Kit/Had Dish in L2M),%Ready Meal (Ready Meal/Had Dish in L2M),Checker,%Want to eat but it time Consuming (Time as barrier for not having/Respondents who wishlisted),%Want to eat but difficult (Difficulty as barrier/Respondents who wishlisted),%Want to eat but not nutritious enough (Nutrition as barrier/Respondents who did not select),Time Taken (This dish takes longer than X),Familiar [This dish is popular with many families in the UK],"Aspirational [Those who don't eat it, want to eat it more]","Scratch Cooked [Those who eat it, usually cook it from scratch]","Ready Meal [Those who eat it, usually get a ready meal to do so] ",Time Consuming [Those who don't eat it but want to say it takes too long],Difficult to Make [Those who don't eat it but want to say it's too difficult],Not Nutritious Enough [Those who don't eat it but want to say it isn't nutritious enough],Prep Time [Takes longer than X?],Shareable (LMH),Customisable (LMH),Healthy Enough (LMH),Shareable (LMH Score),Customisable (LMH Score),Healthy Enough (LMH Score),Familiar (LMH),Time Consuming (LMH),Familiar (LMH Score),Time Consuming (LMH Score),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Italian,Lasagne,"Lasagne:For a midweek evening meal (Monday-Thursday), eating together with your family at the table, which of these dishes have you eaten in the last 2 months?",Lasagne,252,,252,184,45,15,5,3,,16,38,66,75,53,42,36,16,5,8,21.37,,63,7,24,29,8,1,0,1,,62.38%,15.59%,77.97%,73.02%,17.86%,77.97%,38.10%,11.11%,0.00%,21.37,9,9,8,4,10,4,1,5,High,Low,Medium,3,1,2,High,Medium,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Italian,"Baked Pasta (e.g. Chicken, Tuna, Tomato)","Baked Pasta (e.g. Chicken, Tuna, Tomato):For a midweek evening meal (Monday-Thursday), eating together with your family at the table, which of these dishes have you eaten in the last 2 months?",Baked Pasta,252,,252,216,23,10,3,0,,7,20,38,29,37,48,38,25,9,1,25.07,,21,0,5,9,4,0,1,2,,62.38%,5.20%,67.57%,85.71%,9.13%,67.57%,23.81%,0.00%,4.76%,25.07,8,3,10,2,7,1,2,6,High,Medium,Medium,3,2,2,High,Medium,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,British/Generalist,Jacket potato,"Jacket potato:For a midweek evening meal (Monday-Thursday), eating together with your family at the table, which of these dishes have you eaten in the last 2 months?",Jacket potato,247,,247,226,18,2,1,0,,19,33,51,33,19,19,24,22,13,14,23.95,,40,0,8,20,9,0,6,2,,61.14%,9.90%,71.04%,91.50%,7.29%,71.04%,20.00%,0.00%,15.00%,23.95,8,6,10,2,6,1,4,5,Low,High,Medium,1,3,2,High,Medium,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tex Mex,"Chilli & Rice (e.g. Con Carne, 3-Bean)","Chilli & Rice (e.g. Con Carne, 3-Bean):For a midweek evening meal (Monday-Thursday), eating together with your family at the table, which of these dishes have you eaten in the last 2 months?",Chilli,230,,230,191,13,21,2,3,,2,8,13,27,34,46,52,30,7,11,30.43,,21,0,4,13,5,0,0,0,,56.93%,5.20%,62.13%,83.04%,5.65%,62.13%,19.05%,0.00%,0.00%,30.43,7,3,9,2,5,1,1,8,High,High,High,3,3,3,High,High,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Asian,Rice bowl / fried rice,"Rice bowl / fried rice:For a midweek evening meal (Monday-Thursday), eating together with your family at the table, which of these dishes have you eaten in the last 2 months?",Rice bowl fried rice,221,,221,176,20,7,9,9,,16,20,33,42,28,37,25,10,8,2,22.08,,17,6,1,3,7,0,0,1,,54.70%,4.21%,58.91%,79.64%,9.05%,58.91%,5.88%,35.29%,0.00%,22.08,7,3,9,2,2,10,1,5,Medium,High,High,2,3,3,High,Medium,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,British/Generalist,Cottage/Shepherd's/Fish Pie,"Cottage/Shepherd's/Fish Pie:For a midweek evening meal (Monday-Thursday), eating together with your family at the table, which of these dishes have you eaten in the last 2 months?",Mash pie,199,,199,150,37,9,2,1,,5,5,13,10,24,31,43,32,24,12,34.30,,70,5,19,44,13,0,3,0,,49.26%,17.33%,66.58%,75.38%,18.59%,66.58%,27.14%,7.14%,4.29%,34.30,8,10,9,4,7,3,2,9,High,Medium,Medium,3,2,2,High,High,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tex Mex,Tacos / Enchiladas / Quesadillas,"Tacos / Enchiladas / Quesadillas:For a midweek evening meal (Monday-Thursday), eating together with your family at the table, which of these dishes have you eaten in the last 2 months?",Tacos,194,,194,156,22,5,4,7,,4,7,16,26,45,38,35,13,4,6,26.78,,43,3,17,15,9,0,0,0,,48.02%,10.64%,58.66%,80.41%,11.34%,58.66%,39.53%,6.98%,0.00%,26.78,7,6,9,3,10,3,1,6,Medium,High,High,2,3,3,High,Medium,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,British/Generalist,Sandwich / Toastie,"Sandwich / Toastie:For a midweek evening meal (Monday-Thursday), eating together with your family at the table, which of these dishes have you eaten in the last 2 months?",Sandwich Toastie,179,,179,157,12,7,1,2,,31,74,31,19,9,5,4,3,2,1,11.97,,12,1,1,5,4,0,4,0,,44.31%,2.97%,47.28%,87.71%,6.70%,47.28%,8.33%,8.33%,33.33%,11.97,5,2,10,2,3,4,8,1,Low,High,Low,1,3,1,Medium,Low,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,British/Generalist,"Pastry Pie (e.g. Chicken, Steak, Beef, Veggie)","Pastry Pie (e.g. Chicken, Steak, Beef, Veggie):For a midweek evening meal (Monday-Thursday), eating together with your family at the table, which of these dishes have you eaten in the last 2 months?",Pastry Pie,176,,176,68,90,10,4,4,,10,14,19,19,17,28,26,12,17,14,29.25,,49,3,15,22,8,1,5,2,,43.56%,12.13%,55.69%,38.64%,51.14%,55.69%,30.61%,6.12%,10.20%,29.25,6,7,4,8,8,3,3,7,High,Low,Medium,3,1,2,Medium,High,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Italian,"Filled Pasta (e.g. Raviolli, Tortellini)","Filled Pasta (e.g. Raviolli, Tortellini):For a midweek evening meal (Monday-Thursday), eating together with your family at the table, which of these dishes have you eaten in the last 2 months?",Filled Pasta,171,,171,79,81,7,2,2,,22,46,30,20,17,10,12,9,3,2,16.97,,35,8,3,19,4,1,0,4,,42.33%,8.66%,50.99%,46.20%,47.37%,50.99%,8.57%,22.86%,0.00%,16.97,6,5,5,8,3,7,1,3,Medium,Medium,Medium,2,2,2,Medium,Low,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,British/Generalist,Soup,"Soup:For a midweek evening meal (Monday-Thursday), eating together with your family at the table, which of these dishes have you eaten in the last 2 months?",Soup,149,,149,93,46,9,1,0,,24,19,12,16,15,18,18,11,8,8,23.83,,37,0,8,25,5,1,2,0,,36.88%,9.16%,46.04%,62.42%,30.87%,46.04%,21.62%,0.00%,5.41%,23.83,5,5,7,5,6,1,3,5,High,Medium,High,3,2,3,Medium,Medium,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Global,Piri-piri / Peri Peri,"Piri-piri / Peri Peri:For a midweek evening meal (Monday-Thursday), eating together with your family at the table, which of these dishes have you eaten in the last 2 months?",Piri,146,,146,89,20,6,15,16,,18,5,13,18,20,24,22,16,6,4,25.68,,29,6,1,15,7,1,0,0,,36.14%,7.18%,43.32%,60.96%,13.70%,43.32%,3.45%,20.69%,0.00%,25.68,5,4,7,3,1,7,1,6,Medium,Medium,High,2,2,3,Medium,Medium,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Global,Cajun Chicken,"Cajun Chicken:For a midweek evening meal (Monday-Thursday), eating together with your family at the table, which of these dishes have you eaten in the last 2 months?",Cajun Chicken,133,,133,91,22,8,8,4,,6,9,13,16,21,25,24,9,7,3,26.39,,32,4,2,21,9,0,0,1,,32.92%,7.92%,40.84%,68.42%,16.54%,40.84%,6.25%,12.50%,0.00%,26.39,4,5,8,3,2,5,1,6,Medium,Medium,Medium,2,2,2,Medium,Medium,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,British/Generalist,Casserole / Stew,"Casserole / Stew:For a midweek evening meal (Monday-Thursday), eating together with your family at the table, which of these dishes have you eaten in the last 2 months?",Casserole Stew,117,,117,104,2,9,2,0,,1,6,5,13,13,12,12,12,13,30,39.19,,29,2,7,18,0,1,0,2,,49.79%,12.34%,62.13%,88.89%,1.71%,62.13%,24.14%,6.90%,0.00%,39.19,7,7,10,1,7,3,1,10,High,Low,Medium,3,1,2,High,High,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Asian,"Thai Curry (e.g. Red, Green, Massaman)","Thai Curry (e.g. Red, Green, Massaman):For a midweek evening meal (Monday-Thursday), eating together with your family at the table, which of these dishes have you eaten in the last 2 months?",Thai Curry,110,,110,67,19,6,8,10,,6,7,6,18,10,20,22,11,7,3,27.98,,77,11,11,51,9,2,1,0,,27.23%,19.06%,46.29%,60.91%,17.27%,46.29%,14.29%,14.29%,1.30%,27.98,5,10,7,4,4,5,2,7,High,High,Medium,3,3,2,Medium,High,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Asian,Katsu Curry,"Katsu Curry:For a midweek evening meal (Monday-Thursday), eating together with your family at the table, which of these dishes have you eaten in the last 2 months?",Katsu Curry,108,,108,63,21,4,9,11,,8,9,11,3,19,19,16,15,8,0,26.88,,45,6,9,24,7,2,0,0,,26.73%,11.14%,37.87%,58.33%,19.44%,37.87%,20.00%,13.33%,0.00%,26.88,4,6,6,4,6,5,1,6,Medium,Medium,Medium,2,2,2,Medium,Medium,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Asian,Thai Noodles (e.g. Pad Thai),"Thai Noodles (e.g. Pad Thai):For a midweek evening meal (Monday-Thursday), eating together with your family at the table, which of these dishes have you eaten in the last 2 months?",Thai Noodles,105,,105,56,17,5,13,14,,11,9,13,19,10,19,10,7,4,3,23.02,,52,11,4,29,8,5,0,0,,25.99%,12.87%,38.86%,53.33%,16.19%,38.86%,7.69%,21.15%,0.00%,23.02,4,7,6,3,3,7,1,5,High,Medium,Medium,3,2,2,Medium,Medium,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Global,Cous Cous,"Cous Cous:For a midweek evening meal (Monday-Thursday), eating together with your family at the table, which of these dishes have you eaten in the last 2 months?",Cous Cous,97,,97,80,12,4,1,0,,16,18,15,18,12,5,7,4,1,1,16.80,,28,2,1,18,6,1,0,0,,24.01%,6.93%,30.94%,82.47%,12.37%,30.94%,3.57%,7.14%,0.00%,16.80,3,4,9,3,2,3,1,3,Medium,Medium,High,2,2,3,Low,Low,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Italian,Risotto,"Risotto:For a midweek evening meal (Monday-Thursday), eating together with your family at the table, which of these dishes have you eaten in the last 2 months?",Risotto,94,,94,77,8,3,3,3,,1,5,8,9,4,22,26,11,7,1,30.29,,61,10,12,35,8,0,1,1,,23.27%,15.10%,38.37%,81.91%,8.51%,38.37%,19.67%,16.39%,1.64%,30.29,4,8,9,2,5,6,2,8,High,Medium,Medium,3,2,2,Medium,High,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Asian,Ramen,"Ramen:For a midweek evening meal (Monday-Thursday), eating together with your family at the table, which of these dishes have you eaten in the last 2 months?",Ramen,84,,84,51,14,6,7,6,,9,6,14,13,11,9,15,4,2,1,21.96,,36,10,4,14,7,2,3,1,,20.79%,8.91%,29.70%,60.71%,16.67%,29.70%,11.11%,27.78%,8.33%,21.96,3,5,7,3,3,9,3,5,Medium,High,Medium,2,3,2,Low,Medium,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Global,Jerk Chicken,"Jerk Chicken:For a midweek evening meal (Monday-Thursday), eating together with your family at the table, which of these dishes have you eaten in the last 2 months?",Jerk Chicken,79,,79,47,11,11,5,5,,4,0,6,7,9,7,17,13,10,6,34.46,,38,7,2,25,6,2,0,1,,19.55%,9.41%,28.96%,59.49%,13.92%,28.96%,5.26%,18.42%,0.00%,34.46,3,6,7,3,2,6,1,9,Medium,Medium,Medium,2,2,2,Low,High,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
